,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,param_learning_rate,param_loss,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.8691637992858887,0.31454889029842514,0.009505176544189453,0.003236065190167633,100,0.1,adaptive,epsilon_insensitive,elasticnet,"{'alpha': 100, 'l1_ratio': 0.1, 'learning_rate': 'adaptive', 'loss': 'epsilon_insensitive', 'penalty': 'elasticnet'}",-0.01310892055698809,-0.11379665629369806,-0.2002432508749712,-0.11439546038041404,-0.11548243001278591,-0.11140534362377146,0.059305383162785524,1
